Atvinnugrein (ÍSAT2008),vsk-þrep,Ár,Tímabil,value
55 Accommodation,Standard VAT-rate,2020,Sept.-Oct.,563.6
55 Accommodation,Standard VAT-rate,2020,Nov.-Dec.,830.3
55 Accommodation,Standard VAT-rate,2021,Jan.-Feb.,535
55 Accommodation,Standard VAT-rate,2021,March-April,586.1
55 Accommodation,Standard VAT-rate,2021,May-June,825
55 Accommodation,Standard VAT-rate,2021,July-August,990
55 Accommodation,Standard VAT-rate,2021,Sept.-Oct.,983
55 Accommodation,Standard VAT-rate,2021,Nov.-Dec.,1252.8
55 Accommodation,Standard VAT-rate,2022,Jan.-Feb.,719.8
55 Accommodation,Standard VAT-rate,2022,March-April,979.1
55 Accommodation,Standard VAT-rate,2022,May-June,1308.8
55 Accommodation,Standard VAT-rate,2022,July-August,1415.4
55 Accommodation,Standard VAT-rate,2022,Sept.-Oct.,1374.9
55 Accommodation,Standard VAT-rate,2022,Nov.-Dec.,1522.8
55 Accommodation,Standard VAT-rate,2023,Jan.-Feb.,1038.4
55 Accommodation,Standard VAT-rate,2023,March-April,1284.6
55 Accommodation,Standard VAT-rate,2023,May-June,1602.2
55 Accommodation,Standard VAT-rate,2023,July-August,1571.3
55 Accommodation,Standard VAT-rate,2023,Sept.-Oct.,1663.1
55 Accommodation,Standard VAT-rate,2023,Nov.-Dec.,1761.8
55 Accommodation,Standard VAT-rate,2024,Jan.-Feb.,1035.7
55 Accommodation,Standard VAT-rate,2024,March-April,1284.8
55 Accommodation,Standard VAT-rate,2024,May-June,1460.5
55 Accommodation,Standard VAT-rate,2024,July-August,1474.9
55 Accommodation,Standard VAT-rate,2024,Sept.-Oct.,1659.3
55 Accommodation,Standard VAT-rate,2024,Nov.-Dec.,1752.7
55 Accommodation,Standard VAT-rate,2025,Jan.-Feb.,1014.6
55 Accommodation,Standard VAT-rate,2025,March-April,1365.1
55 Accommodation,Standard VAT-rate,2025,May-June,1581.3
55 Accommodation,Standard VAT-rate,2025,July-August,1625.3
55 Accommodation,Standard VAT-rate,2025,Sept.-Oct.,1875.5
55 Accommodation,Standard VAT-rate,2025,Nov.-Dec.,2245.2
56 Food and beverage service activities,Total,2008,Jan.-Feb.,5268
56 Food and beverage service activities,Total,2008,March-April,5984.5
56 Food and beverage service activities,Total,2008,May-June,6762.1
56 Food and beverage service activities,Total,2008,July-August,7600.1
56 Food and beverage service activities,Total,2008,Sept.-Oct.,6164.1
56 Food and beverage service activities,Total,2008,Nov.-Dec.,5979.6
56 Food and beverage service activities,Total,2009,Jan.-Feb.,4959.1
56 Food and beverage service activities,Total,2009,March-April,5673.2
56 Food and beverage service activities,Total,2009,May-June,6902.7
56 Food and beverage service activities,Total,2009,July-August,8302.3
56 Food and beverage service activities,Total,2009,Sept.-Oct.,6578.6
56 Food and beverage service activities,Total,2009,Nov.-Dec.,6513
56 Food and beverage service activities,Total,2010,Jan.-Feb.,5394.5
56 Food and beverage service activities,Total,2010,March-April,6169.2
56 Food and beverage service activities,Total,2010,May-June,7173.4
56 Food and beverage service activities,Total,2010,July-August,8881.4
56 Food and beverage service activities,Total,2010,Sept.-Oct.,7021
56 Food and beverage service activities,Total,2010,Nov.-Dec.,7062.4
56 Food and beverage service activities,Total,2011,Jan.-Feb.,5636.2
56 Food and beverage service activities,Total,2011,March-April,6674.8
56 Food and beverage service activities,Total,2011,May-June,8071.5
56 Food and beverage service activities,Total,2011,July-August,9798.3
56 Food and beverage service activities,Total,2011,Sept.-Oct.,7760.4
56 Food and beverage service activities,Total,2011,Nov.-Dec.,7777
56 Food and beverage service activities,Total,2012,Jan.-Feb.,6355.1
56 Food and beverage service activities,Total,2012,March-April,7515.7
56 Food and beverage service activities,Total,2012,May-June,9042.7
56 Food and beverage service activities,Total,2012,July-August,10528.2
56 Food and beverage service activities,Total,2012,Sept.-Oct.,8352.6
56 Food and beverage service activities,Total,2012,Nov.-Dec.,8576.9
56 Food and beverage service activities,Total,2013,Jan.-Feb.,7189.2
56 Food and beverage service activities,Total,2013,March-April,8395.2
56 Food and beverage service activities,Total,2013,May-June,9990.1
56 Food and beverage service activities,Total,2013,July-August,11806.3
56 Food and beverage service activities,Total,2013,Sept.-Oct.,9227.9
56 Food and beverage service activities,Total,2013,Nov.-Dec.,9579.2
56 Food and beverage service activities,Total,2014,Jan.-Feb.,8192.5
56 Food and beverage service activities,Total,2014,March-April,9273
56 Food and beverage service activities,Total,2014,May-June,11201.7
56 Food and beverage service activities,Total,2014,July-August,13148.4
56 Food and beverage service activities,Total,2014,Sept.-Oct.,10414.1
56 Food and beverage service activities,Total,2014,Nov.-Dec.,10502
56 Food and beverage service activities,Total,2015,Jan.-Feb.,9178.7
56 Food and beverage service activities,Total,2015,March-April,10534.4
56 Food and beverage service activities,Total,2015,May-June,13057.8
56 Food and beverage service activities,Total,2015,July-August,15619.8
56 Food and beverage service activities,Total,2015,Sept.-Oct.,12620.9
56 Food and beverage service activities,Total,2015,Nov.-Dec.,12243.4
56 Food and beverage service activities,Total,2016,Jan.-Feb.,11192.5
56 Food and beverage service activities,Total,2016,March-April,13334.9
56 Food and beverage service activities,Total,2016,May-June,15936
56 Food and beverage service activities,Total,2016,July-August,18989
56 Food and beverage service activities,Total,2016,Sept.-Oct.,15655.7
56 Food and beverage service activities,Total,2016,Nov.-Dec.,15322
56 Food and beverage service activities,Total,2017,Jan.-Feb.,13093.5
56 Food and beverage service activities,Total,2017,March-April,15153
56 Food and beverage service activities,Total,2017,May-June,16991.2
56 Food and beverage service activities,Total,2017,July-August,19622.1
56 Food and beverage service activities,Total,2017,Sept.-Oct.,16954.6
56 Food and beverage service activities,Total,2017,Nov.-Dec.,16292.9
56 Food and beverage service activities,Total,2018,Jan.-Feb.,13681.8
56 Food and beverage service activities,Total,2018,March-April,15640.3
56 Food and beverage service activities,Total,2018,May-June,17592.8
56 Food and beverage service activities,Total,2018,July-August,19872.9
56 Food and beverage service activities,Total,2018,Sept.-Oct.,17444
56 Food and beverage service activities,Total,2018,Nov.-Dec.,16723.8
56 Food and beverage service activities,Total,2019,Jan.-Feb.,13820.4
56 Food and beverage service activities,Total,2019,March-April,15369
56 Food and beverage service activities,Total,2019,May-June,17722.3
56 Food and beverage service activities,Total,2019,July-August,20341.1
56 Food and beverage service activities,Total,2019,Sept.-Oct.,16904.2
56 Food and beverage service activities,Total,2019,Nov.-Dec.,16586.4
56 Food and beverage service activities,Total,2020,Jan.-Feb.,13765.7
56 Food and beverage service activities,Total,2020,March-April,8297.2
56 Food and beverage service activities,Total,2020,May-June,12949.1
56 Food and beverage service activities,Total,2020,July-August,15729.1
56 Food and beverage service activities,Total,2020,Sept.-Oct.,10553.3
56 Food and beverage service activities,Total,2020,Nov.-Dec.,10171.3
56 Food and beverage service activities,Total,2021,Jan.-Feb.,10345.5
56 Food and beverage service activities,Total,2021,March-April,11601.7
56 Food and beverage service activities,Total,2021,May-June,16797.4
56 Food and beverage service activities,Total,2021,July-August,21597.1
56 Food and beverage service activities,Total,2021,Sept.-Oct.,20399.5
56 Food and beverage service activities,Total,2021,Nov.-Dec.,17844.9
56 Food and beverage service activities,Total,2022,Jan.-Feb.,13892.7
56 Food and beverage service activities,Total,2022,March-April,20053.6
56 Food and beverage service activities,Total,2022,May-June,24851.6
56 Food and beverage service activities,Total,2022,July-August,28315
56 Food and beverage service activities,Total,2022,Sept.-Oct.,24936.5
56 Food and beverage service activities,Total,2022,Nov.-Dec.,23927.8
56 Food and beverage service activities,Total,2023,Jan.-Feb.,20321.3
56 Food and beverage service activities,Total,2023,March-April,23840.5
56 Food and beverage service activities,Total,2023,May-June,28170.7
56 Food and beverage service activities,Total,2023,July-August,32183.3
56 Food and beverage service activities,Total,2023,Sept.-Oct.,28016.8
56 Food and beverage service activities,Total,2023,Nov.-Dec.,26355.1
56 Food and beverage service activities,Total,2024,Jan.-Feb.,21597.8
56 Food and beverage service activities,Total,2024,March-April,25870.8
56 Food and beverage service activities,Total,2024,May-June,29703.3
56 Food and beverage service activities,Total,2024,July-August,33615.5
56 Food and beverage service activities,Total,2024,Sept.-Oct.,29756.8
56 Food and beverage service activities,Total,2024,Nov.-Dec.,28534
56 Food and beverage service activities,Total,2025,Jan.-Feb.,22812.7
56 Food and beverage service activities,Total,2025,March-April,26326.7
56 Food and beverage service activities,Total,2025,May-June,32038.7
56 Food and beverage service activities,Total,2025,July-August,36145.4
56 Food and beverage service activities,Total,2025,Sept.-Oct.,30918.5
56 Food and beverage service activities,Total,2025,Nov.-Dec.,28369.6
56 Food and beverage service activities,Zero VAT-rate,2008,Jan.-Feb.,46.3
56 Food and beverage service activities,Zero VAT-rate,2008,March-April,47.9
56 Food and beverage service activities,Zero VAT-rate,2008,May-June,22.5
56 Food and beverage service activities,Zero VAT-rate,2008,July-August,19.9
56 Food and beverage service activities,Zero VAT-rate,2008,Sept.-Oct.,52.3
56 Food and beverage service activities,Zero VAT-rate,2008,Nov.-Dec.,94.6
56 Food and beverage service activities,Zero VAT-rate,2009,Jan.-Feb.,44
56 Food and beverage service activities,Zero VAT-rate,2009,March-April,50.8
56 Food and beverage service activities,Zero VAT-rate,2009,May-June,54
56 Food and beverage service activities,Zero VAT-rate,2009,July-August,33.3
56 Food and beverage service activities,Zero VAT-rate,2009,Sept.-Oct.,91.8
56 Food and beverage service activities,Zero VAT-rate,2009,Nov.-Dec.,71.3
56 Food and beverage service activities,Zero VAT-rate,2010,Jan.-Feb.,67.2
56 Food and beverage service activities,Zero VAT-rate,2010,March-April,60.2
56 Food and beverage service activities,Zero VAT-rate,2010,May-June,71.6
56 Food and beverage service activities,Zero VAT-rate,2010,July-August,73.2
56 Food and beverage service activities,Zero VAT-rate,2010,Sept.-Oct.,86.3
56 Food and beverage service activities,Zero VAT-rate,2010,Nov.-Dec.,128.5
56 Food and beverage service activities,Zero VAT-rate,2011,Jan.-Feb.,51.2
56 Food and beverage service activities,Zero VAT-rate,2011,March-April,78.3
56 Food and beverage service activities,Zero VAT-rate,2011,May-June,42.4
56 Food and beverage service activities,Zero VAT-rate,2011,July-August,61.6
56 Food and beverage service activities,Zero VAT-rate,2011,Sept.-Oct.,49.7
56 Food and beverage service activities,Zero VAT-rate,2011,Nov.-Dec.,213.4
56 Food and beverage service activities,Zero VAT-rate,2012,Jan.-Feb.,30.2
56 Food and beverage service activities,Zero VAT-rate,2012,March-April,50.2
56 Food and beverage service activities,Zero VAT-rate,2012,May-June,75.1
56 Food and beverage service activities,Zero VAT-rate,2012,July-August,57.4
56 Food and beverage service activities,Zero VAT-rate,2012,Sept.-Oct.,47.1
56 Food and beverage service activities,Zero VAT-rate,2012,Nov.-Dec.,49.2
56 Food and beverage service activities,Zero VAT-rate,2013,Jan.-Feb.,134.5
56 Food and beverage service activities,Zero VAT-rate,2013,March-April,62.7
56 Food and beverage service activities,Zero VAT-rate,2013,May-June,55.2
56 Food and beverage service activities,Zero VAT-rate,2013,July-August,70.2
56 Food and beverage service activities,Zero VAT-rate,2013,Sept.-Oct.,52.7
56 Food and beverage service activities,Zero VAT-rate,2013,Nov.-Dec.,113.4
56 Food and beverage service activities,Zero VAT-rate,2014,Jan.-Feb.,64.6
56 Food and beverage service activities,Zero VAT-rate,2014,March-April,58.8
56 Food and beverage service activities,Zero VAT-rate,2014,May-June,128.7
56 Food and beverage service activities,Zero VAT-rate,2014,July-August,130.3
56 Food and beverage service activities,Zero VAT-rate,2014,Sept.-Oct.,106.5
56 Food and beverage service activities,Zero VAT-rate,2014,Nov.-Dec.,130.1
56 Food and beverage service activities,Zero VAT-rate,2015,Jan.-Feb.,229.4
56 Food and beverage service activities,Zero VAT-rate,2015,March-April,300.2
56 Food and beverage service activities,Zero VAT-rate,2015,May-June,502.2
56 Food and beverage service activities,Zero VAT-rate,2015,July-August,633.1
56 Food and beverage service activities,Zero VAT-rate,2015,Sept.-Oct.,518.5
56 Food and beverage service activities,Zero VAT-rate,2015,Nov.-Dec.,515.9
56 Food and beverage service activities,Zero VAT-rate,2016,Jan.-Feb.,374
56 Food and beverage service activities,Zero VAT-rate,2016,March-April,545.4
56 Food and beverage service activities,Zero VAT-rate,2016,May-June,726.8
56 Food and beverage service activities,Zero VAT-rate,2016,July-August,918.5
56 Food and beverage service activities,Zero VAT-rate,2016,Sept.-Oct.,740.1
56 Food and beverage service activities,Zero VAT-rate,2016,Nov.-Dec.,821.2
56 Food and beverage service activities,Zero VAT-rate,2017,Jan.-Feb.,617.1
56 Food and beverage service activities,Zero VAT-rate,2017,March-April,746.2
56 Food and beverage service activities,Zero VAT-rate,2017,May-June,850.6
56 Food and beverage service activities,Zero VAT-rate,2017,July-August,1132.5
56 Food and beverage service activities,Zero VAT-rate,2017,Sept.-Oct.,932.5
56 Food and beverage service activities,Zero VAT-rate,2017,Nov.-Dec.,699.6
56 Food and beverage service activities,Zero VAT-rate,2018,Jan.-Feb.,623.1
56 Food and beverage service activities,Zero VAT-rate,2018,March-April,719.5
56 Food and beverage service activities,Zero VAT-rate,2018,May-June,923
56 Food and beverage service activities,Zero VAT-rate,2018,July-August,1137.9
56 Food and beverage service activities,Zero VAT-rate,2018,Sept.-Oct.,927.5
56 Food and beverage service activities,Zero VAT-rate,2018,Nov.-Dec.,745.8
56 Food and beverage service activities,Zero VAT-rate,2019,Jan.-Feb.,589.4
56 Food and beverage service activities,Zero VAT-rate,2019,March-April,643
56 Food and beverage service activities,Zero VAT-rate,2019,May-June,717.1
56 Food and beverage service activities,Zero VAT-rate,2019,July-August,862.7
56 Food and beverage service activities,Zero VAT-rate,2019,Sept.-Oct.,714
56 Food and beverage service activities,Zero VAT-rate,2019,Nov.-Dec.,585.5
56 Food and beverage service activities,Zero VAT-rate,2020,Jan.-Feb.,512.5
56 Food and beverage service activities,Zero VAT-rate,2020,March-April,154.5
56 Food and beverage service activities,Zero VAT-rate,2020,May-June,55.3
56 Food and beverage service activities,Zero VAT-rate,2020,July-August,127.7
56 Food and beverage service activities,Zero VAT-rate,2020,Sept.-Oct.,42.1
56 Food and beverage service activities,Zero VAT-rate,2020,Nov.-Dec.,78.1
56 Food and beverage service activities,Zero VAT-rate,2021,Jan.-Feb.,66.9
56 Food and beverage service activities,Zero VAT-rate,2021,March-April,47.9
56 Food and beverage service activities,Zero VAT-rate,2021,May-June,100.1
56 Food and beverage service activities,Zero VAT-rate,2021,July-August,437.6
56 Food and beverage service activities,Zero VAT-rate,2021,Sept.-Oct.,419.6
56 Food and beverage service activities,Zero VAT-rate,2021,Nov.-Dec.,375.6
56 Food and beverage service activities,Zero VAT-rate,2022,Jan.-Feb.,282
56 Food and beverage service activities,Zero VAT-rate,2022,March-April,471.3
56 Food and beverage service activities,Zero VAT-rate,2022,May-June,789.6
56 Food and beverage service activities,Zero VAT-rate,2022,July-August,1103.2
56 Food and beverage service activities,Zero VAT-rate,2022,Sept.-Oct.,857
56 Food and beverage service activities,Zero VAT-rate,2022,Nov.-Dec.,757.3
56 Food and beverage service activities,Zero VAT-rate,2023,Jan.-Feb.,631.7
56 Food and beverage service activities,Zero VAT-rate,2023,March-April,764.8
56 Food and beverage service activities,Zero VAT-rate,2023,May-June,1102.3
56 Food and beverage service activities,Zero VAT-rate,2023,July-August,1338.2
56 Food and beverage service activities,Zero VAT-rate,2023,Sept.-Oct.,1065.6
56 Food and beverage service activities,Zero VAT-rate,2023,Nov.-Dec.,865.5
56 Food and beverage service activities,Zero VAT-rate,2024,Jan.-Feb.,767
56 Food and beverage service activities,Zero VAT-rate,2024,March-April,1866.2
56 Food and beverage service activities,Zero VAT-rate,2024,May-June,2084.6
56 Food and beverage service activities,Zero VAT-rate,2024,July-August,2551.8
56 Food and beverage service activities,Zero VAT-rate,2024,Sept.-Oct.,2032
56 Food and beverage service activities,Zero VAT-rate,2024,Nov.-Dec.,1630.6
56 Food and beverage service activities,Zero VAT-rate,2025,Jan.-Feb.,1355
56 Food and beverage service activities,Zero VAT-rate,2025,March-April,1678.1
56 Food and beverage service activities,Zero VAT-rate,2025,May-June,2221.6
56 Food and beverage service activities,Zero VAT-rate,2025,July-August,2505.1
56 Food and beverage service activities,Zero VAT-rate,2025,Sept.-Oct.,2103
56 Food and beverage service activities,Zero VAT-rate,2025,Nov.-Dec.,1479.2
56 Food and beverage service activities,Lower VAT-rate,2008,Jan.-Feb.,4312.4
56 Food and beverage service activities,Lower VAT-rate,2008,March-April,4845.7
56 Food and beverage service activities,Lower VAT-rate,2008,May-June,5473.8
56 Food and beverage service activities,Lower VAT-rate,2008,July-August,6129.7
56 Food and beverage service activities,Lower VAT-rate,2008,Sept.-Oct.,4980.2
56 Food and beverage service activities,Lower VAT-rate,2008,Nov.-Dec.,4793.6
56 Food and beverage service activities,Lower VAT-rate,2009,Jan.-Feb.,4074.4
56 Food and beverage service activities,Lower VAT-rate,2009,March-April,4619.4
56 Food and beverage service activities,Lower VAT-rate,2009,May-June,5544.7
56 Food and beverage service activities,Lower VAT-rate,2009,July-August,6704.1
56 Food and beverage service activities,Lower VAT-rate,2009,Sept.-Oct.,5281
56 Food and beverage service activities,Lower VAT-rate,2009,Nov.-Dec.,5234.8
56 Food and beverage service activities,Lower VAT-rate,2010,Jan.-Feb.,4388.5
56 Food and beverage service activities,Lower VAT-rate,2010,March-April,5012.3
56 Food and beverage service activities,Lower VAT-rate,2010,May-June,5850.2
56 Food and beverage service activities,Lower VAT-rate,2010,July-August,7185.7
56 Food and beverage service activities,Lower VAT-rate,2010,Sept.-Oct.,5733.3
56 Food and beverage service activities,Lower VAT-rate,2010,Nov.-Dec.,5700.4
56 Food and beverage service activities,Lower VAT-rate,2011,Jan.-Feb.,4656.2
56 Food and beverage service activities,Lower VAT-rate,2011,March-April,5433.4
56 Food and beverage service activities,Lower VAT-rate,2011,May-June,6532
56 Food and beverage service activities,Lower VAT-rate,2011,July-August,7919.6
56 Food and beverage service activities,Lower VAT-rate,2011,Sept.-Oct.,6347.4
56 Food and beverage service activities,Lower VAT-rate,2011,Nov.-Dec.,6224.4
56 Food and beverage service activities,Lower VAT-rate,2012,Jan.-Feb.,5325.1
56 Food and beverage service activities,Lower VAT-rate,2012,March-April,6206.4
56 Food and beverage service activities,Lower VAT-rate,2012,May-June,7487.1
56 Food and beverage service activities,Lower VAT-rate,2012,July-August,8832
56 Food and beverage service activities,Lower VAT-rate,2012,Sept.-Oct.,6931.8
56 Food and beverage service activities,Lower VAT-rate,2012,Nov.-Dec.,7101.5
56 Food and beverage service activities,Lower VAT-rate,2013,Jan.-Feb.,5967
